market_name,median_avg_prices_15days,assets.descriptions,assets.type
AK-47 | Case Hardened (Field-Tested),"[['Jun 12 2023', 445.619, 1], ['Jun 13 2023', 302.2894285714286, 9], ['Jun 14 2023', 294.46166666666664, 6], ['Jun 15 2023', 294.7509, 13], ['Jun 16 2023', 306.019, 5], ['Jun 17 2023', 306.12399999999997, 6], ['Jun 18 2023', 273.5175555555556, 11], ['Jun 19 2023', 304.48583333333335, 6], ['Jun 20 2023', 289.55485714285714, 7], ['Jun 21 2023', 306.392, 14], ['Jun 22 2023', 307.01416666666665, 8], ['Jun 23 2023', 303.067, 5], ['Jun 24 2023', 297.2364, 5], ['Jun 25 2023', 361.021, 9], ['Jun 26 2023', 300.73142857142864, 7]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been color case-hardened through the application of wood charcoal at high temperatures.\n\n<i>A little color never hurt anyone</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Arms Deal Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/slid3_capsule/moveit.99cd205756b1247a2e6f8a05644bbdb6c94da5ce.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/slid3_capsule/moveit.99cd205756b1247a2e6f8a05644bbdb6c94da5ce.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/slid3_capsule/moveit.99cd205756b1247a2e6f8a05644bbdb6c94da5ce.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/standard/fearsome_holo.9c2a0156b20de0587f87452c99e82ae3405389ad.png""><br>Sticker: Move It, Move It, Move It, Fearsome (Holo)</center></div>'}]",Classified Rifle
AK-47 | Case Hardened (Well-Worn),"[['Jun 12 2023', 217.16649999999998, 5], ['Jun 13 2023', 238.15099999999998, 5], ['Jun 14 2023', 235.33066666666664, 3], ['Jun 15 2023', 247.6646, 6], ['Jun 16 2023', 219.5496, 5], ['Jun 17 2023', 242.5675, 5], ['Jun 18 2023', 255.42125000000001, 5], ['Jun 19 2023', 253.43, 4], ['Jun 20 2023', 235.81333333333336, 5], ['Jun 21 2023', 251.36980000000003, 9], ['Jun 22 2023', 220.945, 2], ['Jun 23 2023', 234.03266666666664, 3], ['Jun 24 2023', 248.6966666666667, 3], ['Jun 25 2023', 266.7386, 6], ['Jun 26 2023', 260.688, 6]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been color case-hardened through the application of wood charcoal at high temperatures.\n\n<i>A little color never hurt anyone</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Arms Deal Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/london2018/big_holo.9947cf6351e89590fb8f86bf0fae0ab87a37b7af.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/skillgroup_capsule/master_guardian_holo.011884833eee9e7ab5681cea543e7fc202ab6174.png""><br>Sticker: BIG (Holo) | London 2018, Master Guardian (Holo)</center></div>'}]",Classified Rifle
AK-47 | Case Hardened (Battle-Scarred),"[['Jun 12 2023', 189.6492, 6], ['Jun 13 2023', 171.5925, 3], ['Jun 14 2023', 192.07942857142856, 8], ['Jun 15 2023', 196.34466666666665, 8], ['Jun 16 2023', 227.65040000000005, 7], ['Jun 17 2023', 198.2734, 5], ['Jun 18 2023', 239.88000000000002, 5], ['Jun 19 2023', 193.8285, 2], ['Jun 20 2023', 207.06575, 5], ['Jun 21 2023', 218.07333333333335, 4], ['Jun 22 2023', 230.464, 1], ['Jun 23 2023', 195.872, 2], ['Jun 24 2023', 203.2705, 3], ['Jun 25 2023', 226.9494285714286, 7], ['Jun 26 2023', 191.33366666666666, 3]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been color case-hardened through the application of wood charcoal at high temperatures.\n\n<i>A little color never hurt anyone</i>'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Arms Deal Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/community02/neluthebear.c975f10684e30dc2747decf5ee40c3b49a901838.png""><br>Sticker: Nelu the Bear</center></div>'}]",Classified Rifle
AK-47 | Red Laminate (Factory New),"[['Jan 04 2023', 180.941, 1], ['Jan 31 2023', 254.639, 2], ['Feb 21 2023', 249.995, 1], ['Feb 25 2023', 186.8, 2], ['Mar 08 2023', 191.617, 1], ['Mar 25 2023', 246.593, 2], ['Mar 28 2023', 242.202, 2], ['Apr 06 2023', 245, 2], ['Apr 10 2023', 379.97, 2], ['Apr 16 2023', 425.99, 2], ['Apr 22 2023', 446.293, 1], ['May 06 2023', 312.71, 1], ['May 15 2023', 325.728, 1], ['Jun 04 2023', 401.39, 1], ['Jun 15 2023', 399, 1]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been given a laminate stock.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The eSports 2013 Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
AK-47 | Red Laminate (Minimal Wear),"[['Jun 12 2023', 66.59649999999999, 6], ['Jun 13 2023', 72.60633333333334, 3], ['Jun 14 2023', 71.9205, 7], ['Jun 15 2023', 62.71666666666667, 3], ['Jun 16 2023', 62.42999999999999, 2], ['Jun 17 2023', 65.673, 4], ['Jun 18 2023', 79.50333333333333, 3], ['Jun 19 2023', 68.78075, 5], ['Jun 20 2023', 86.68533333333333, 3], ['Jun 21 2023', 81.565, 4], ['Jun 22 2023', 63.38975, 4], ['Jun 23 2023', 63.2805, 10], ['Jun 24 2023', 64.4895, 6], ['Jun 25 2023', 63.90616666666667, 7], ['Jun 26 2023', 67.437, 2]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been given a laminate stock.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The eSports 2013 Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/standard/luck.451b7e36616376c77809cd99ce49451ff7925b9f.png""><br>Sticker: Luck Skill</center></div>'}]",Classified Rifle
AK-47 | Red Laminate (Field-Tested),"[['Jun 12 2023', 36.1715, 8], ['Jun 13 2023', 54.76258333333333, 13], ['Jun 14 2023', 46.285500000000006, 11], ['Jun 15 2023', 51.527499999999996, 15], ['Jun 16 2023', 39.056, 13], ['Jun 17 2023', 52.4843, 14], ['Jun 18 2023', 72.02499999999999, 12], ['Jun 19 2023', 38.63622222222222, 11], ['Jun 20 2023', 35.862375, 10], ['Jun 21 2023', 38.321555555555555, 11], ['Jun 22 2023', 54.07227272727273, 13], ['Jun 23 2023', 37.24149999999999, 19], ['Jun 24 2023', 37.4346, 12], ['Jun 25 2023', 44.606249999999996, 13], ['Jun 26 2023', 37.4728, 13]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been given a laminate stock.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The eSports 2013 Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
AK-47 | Red Laminate (Well-Worn),"[['Jun 09 2023', 36.435, 1], ['Jun 10 2023', 35.049, 7], ['Jun 11 2023', 34.47, 1], ['Jun 13 2023', 36.386250000000004, 4], ['Jun 15 2023', 37.6055, 2], ['Jun 16 2023', 43.019000000000005, 3], ['Jun 17 2023', 35.89, 1], ['Jun 18 2023', 37.737, 2], ['Jun 19 2023', 36.8225, 2], ['Jun 20 2023', 37.916666666666664, 3], ['Jun 21 2023', 45.784, 3], ['Jun 23 2023', 37.97, 2], ['Jun 24 2023', 38.90366666666667, 5], ['Jun 25 2023', 35.8, 1], ['Jun 26 2023', 36.62, 1]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been given a laminate stock.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The eSports 2013 Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/community01/pocket_bbq.2129e302c7a0b613bcd92dca39722c3e56a8fc32.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/stickers2/goodluck.213c85007697f21cec96a28eec708c49c577cbb2.png""><br>Sticker: Pocket BBQ, Good Luck</center></div>'}]",Classified Rifle
AK-47 | Red Laminate (Battle-Scarred),"[['Jun 12 2023', 34.949400000000004, 6], ['Jun 13 2023', 39.049499999999995, 2], ['Jun 14 2023', 34.228, 2], ['Jun 15 2023', 37.3164, 5], ['Jun 16 2023', 36.065666666666665, 4], ['Jun 17 2023', 32.83, 1], ['Jun 18 2023', 36.431000000000004, 4], ['Jun 19 2023', 110.48175, 4], ['Jun 20 2023', 37.882999999999996, 4], ['Jun 21 2023', 37.77075, 5], ['Jun 22 2023', 41.62128571428571, 7], ['Jun 23 2023', 33.5645, 2], ['Jun 24 2023', 33.00416666666667, 7], ['Jun 25 2023', 34.971, 1], ['Jun 26 2023', 35.661500000000004, 2]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. It has been given a laminate stock.'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The eSports 2013 Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/standard/aces_high_holo.4a68cbc37e0306fcc1e25d66dba007fba8690a5b.png""><br>Sticker: Aces High (Holo)</center></div>'}]",Classified Rifle
AK-47 | Panthera onca (Factory New),"[['May 26 2023', 468.6775, 2], ['May 29 2023', 439.41, 1], ['May 30 2023', 490.33299999999997, 4], ['May 31 2023', 545.072, 1], ['Jun 01 2023', 535.48, 1], ['Jun 03 2023', 475.06, 1], ['Jun 05 2023', 465, 1], ['Jun 07 2023', 474.2633333333333, 3], ['Jun 08 2023', 455.37, 1], ['Jun 09 2023', 439.571, 1], ['Jun 10 2023', 476.79999999999995, 2], ['Jun 16 2023', 469.13, 1], ['Jun 19 2023', 562.47, 2], ['Jun 20 2023', 465.654, 1], ['Jun 24 2023', 479.368, 1]]","[{'type': 'html', 'value': 'Exterior: Factory New'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': ""Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. The wood on the stock and handguard feature beautiful carvings, often stealing attention from the custom painted jaguar on the side.\n\n<i>Who said you can't change your spots?</i>""}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Ancient Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/broken_fang/enemy_spotted_holo.709e1bca37650559b735fac45ec3f8f43817a90b.png""><br>Sticker: Enemy Spotted (Holo)</center></div>'}]",Classified Rifle
AK-47 | Panthera onca (Minimal Wear),"[['May 13 2023', 393.6115, 2], ['May 14 2023', 348.024, 1], ['May 15 2023', 363.366, 1], ['May 17 2023', 340.83500000000004, 2], ['May 19 2023', 300.135, 2], ['May 22 2023', 363, 1], ['May 24 2023', 362.1213333333333, 3], ['May 25 2023', 359.68, 1], ['May 27 2023', 374.619, 1], ['Jun 02 2023', 302.83, 1], ['Jun 07 2023', 355.31, 1], ['Jun 12 2023', 329.103, 1], ['Jun 19 2023', 367.59000000000003, 3], ['Jun 24 2023', 347.8265, 2], ['Jun 25 2023', 386.77, 1]]","[{'type': 'html', 'value': 'Exterior: Minimal Wear'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': ""Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. The wood on the stock and handguard feature beautiful carvings, often stealing attention from the custom painted jaguar on the side.\n\n<i>Who said you can't change your spots?</i>""}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Ancient Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
AK-47 | Panthera onca (Field-Tested),"[['May 25 2023', 216.91, 1], ['May 27 2023', 216.58, 2], ['May 28 2023', 214.52, 1], ['May 31 2023', 226.236, 1], ['Jun 01 2023', 216.878, 1], ['Jun 02 2023', 266, 3], ['Jun 04 2023', 278.2045, 2], ['Jun 06 2023', 270.285, 2], ['Jun 07 2023', 284.99, 1], ['Jun 11 2023', 234, 1], ['Jun 12 2023', 264.193, 1], ['Jun 14 2023', 268.24, 1], ['Jun 16 2023', 252.0965, 2], ['Jun 17 2023', 280.42100000000005, 2], ['Jun 23 2023', 276.519, 2]]","[{'type': 'html', 'value': 'Exterior: Field-Tested'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': ""Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. The wood on the stock and handguard feature beautiful carvings, often stealing attention from the custom painted jaguar on the side.\n\n<i>Who said you can't change your spots?</i>""}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Ancient Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': '<br><div id=""sticker_info"" name=""sticker_info"" title=""Sticker"" style=""border: 2px solid rgb(102, 102, 102); border-radius: 6px; width=100; margin:4px; padding:8px;""><center><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/skillgroup_capsule/smfc_holo.b120a35a9da8bdf26a034d4bdf86c34d2ccaf1e7.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/skillgroup_capsule/smfc_holo.b120a35a9da8bdf26a034d4bdf86c34d2ccaf1e7.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/skillgroup_capsule/smfc_holo.b120a35a9da8bdf26a034d4bdf86c34d2ccaf1e7.png""><img width=64 height=48 src=""https://steamcdn-a.akamaihd.net/apps/730/icons/econ/stickers/skillgroup_capsule/smfc_holo.b120a35a9da8bdf26a034d4bdf86c34d2ccaf1e7.png""><br>Sticker: Supreme Master First Class (Holo), Supreme Master First Class (Holo), Supreme Master First Class (Holo), Supreme Master First Class (Holo)</center></div>'}]",Classified Rifle
AK-47 | Panthera onca (Well-Worn),"[['Apr 29 2023', 250.873, 1], ['Apr 30 2023', 219.999, 1], ['May 01 2023', 187.2, 2], ['May 04 2023', 223.897, 1], ['May 07 2023', 182.005, 1], ['May 08 2023', 217, 1], ['May 13 2023', 187.606, 1], ['May 17 2023', 214.05, 1], ['May 25 2023', 208, 1], ['May 30 2023', 171.754, 1], ['May 31 2023', 176.942, 1], ['Jun 12 2023', 163.26, 1], ['Jun 16 2023', 213.99, 1], ['Jun 19 2023', 193.914, 1], ['Jun 23 2023', 181.27, 1]]","[{'type': 'html', 'value': 'Exterior: Well-Worn'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': ""Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. The wood on the stock and handguard feature beautiful carvings, often stealing attention from the custom painted jaguar on the side.\n\n<i>Who said you can't change your spots?</i>""}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Ancient Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
AK-47 | Panthera onca (Battle-Scarred),"[['May 18 2023', 145.5495, 3], ['May 19 2023', 157.104, 1], ['May 21 2023', 136.7775, 2], ['May 22 2023', 140.0395, 2], ['May 24 2023', 187.3705, 2], ['May 31 2023', 165.889, 2], ['Jun 02 2023', 138.27666666666667, 3], ['Jun 03 2023', 135.072, 1], ['Jun 06 2023', 168.60649999999998, 2], ['Jun 08 2023', 143.45, 1], ['Jun 12 2023', 146.398, 1], ['Jun 14 2023', 188.54, 1], ['Jun 16 2023', 138.64, 1], ['Jun 19 2023', 163.3225, 2], ['Jun 24 2023', 129.97, 1]]","[{'type': 'html', 'value': 'Exterior: Battle-Scarred'}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': ""Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire. The wood on the stock and handguard feature beautiful carvings, often stealing attention from the custom painted jaguar on the side.\n\n<i>Who said you can't change your spots?</i>""}, {'type': 'html', 'value': ' '}, {'type': 'html', 'value': 'The Ancient Collection', 'color': '9da1a9'}, {'type': 'html', 'value': ' '}]",Classified Rifle
